	中文题名	作者	学位授予单位	数据库	学位授予年度	被引	下载	操作
1636	二黄解毒软膏促进低位肛周脓肿术后创面愈合的临床研究	蒲永平	成都中医药大学	硕士	2020	2	197	原版阅读      CNKI AI阅读
1637	基于网络药理学研究左金丸治疗高血压的分子机制	王君	贵州大学	硕士	2020	4	259	原版阅读      CNKI AI阅读
1638	全国名中医王行宽辨治冠心病心绞痛遣方用药规律初探	许福丽	湖南中医药大学	硕士	2020	2	231	原版阅读      CNKI AI阅读
1639	连栀矾溶液在痔上黏膜环切吻合术围手术期抗感染效果的临床研究	周卫	西南医科大学	硕士	2020	1	58	原版阅读      CNKI AI阅读
1640	Wnt信号通路调控肝肠疾病及黄连素防治肝损伤的机制研究	杨兰香	广东药科大学	硕士	2020	2	195	原版阅读      CNKI AI阅读
1641	基于传统手工艺传承发展的工匠工作场所学习研究	高靖	曲阜师范大学	硕士	2020	2	348	原版阅读      CNKI AI阅读
1642	黄连素通过抑制内质网应激和自噬对PC12细胞OGD/R损伤的保护作用及机制研究	谢鹏	贵州医科大学	硕士	2020	3	269	原版阅读      CNKI AI阅读
1643	柴连方联合四联疗法治疗幽门螺杆菌相关胃炎（肝胃郁热证）患者的临床观察	柳鹏飞	南京中医药大学	硕士	2020	1	189	原版阅读      CNKI AI阅读
1644	王灿晖教授治疗溃疡性结肠炎的经验	黎妗妗	南京中医药大学	硕士	2020	6	293	原版阅读      CNKI AI阅读
1645	护肝益肺方药对抗结核药减毒效应及物质基础的初步研究	丁亮	南京中医药大学	硕士	2020		215	原版阅读      CNKI AI阅读
1646	中医治疗非小细胞肺癌方药应用文献研究	刘娟	南京中医药大学	硕士	2020	10	699	原版阅读      CNKI AI阅读
1647	基于数据挖掘的周晓虹教授治疗功能性消化不良的核心方药分析	谢曼筠	南京中医药大学	硕士	2020		211	原版阅读      CNKI AI阅读
1648	基于数据挖掘的周晓虹教授治疗慢性萎缩性胃炎的核心方药分析	卢燕	南京中医药大学	硕士	2020	4	280	原版阅读      CNKI AI阅读
1649	基于文献探讨反流性食管炎中医证候及证素分布特点	李琳琳	南京中医药大学	硕士	2020	4	289	原版阅读      CNKI AI阅读
1650	加减痛泻要方治疗溃疡性结肠炎的疗效评价与网络药理学研究	胡越	南京中医药大学	硕士	2020	5	369	原版阅读      CNKI AI阅读
	中文题名	作者	学位授予单位	数据库	学位授予年度	被引	下载	操作
1651	加味黄连温胆汤治疗失眠伴抑郁的临床观察	胡敏	南京中医药大学	硕士	2020	12	489	原版阅读      CNKI AI阅读
1652	消幽健脾汤联合四联疗法对脾胃湿热型慢性胃炎幽门螺杆菌感染的疗效观察	梁敏	南京中医药大学	硕士	2020	3	211	原版阅读      CNKI AI阅读
1653	系统评价中药对2型糖尿病患者肠道菌群的影响	伏英	南京中医药大学	硕士	2020	1	251	原版阅读      CNKI AI阅读
1654	经典名方中半夏的本草考证	李陆杰	南京中医药大学	硕士	2020	10	1912	原版阅读      CNKI AI阅读
1655	基于中医传承辅助平台系统探析名中医治疗小儿泄泻的证治规律	王小芳	南京中医药大学	硕士	2020	9	592	原版阅读      CNKI AI阅读
1656	基于数据挖掘的史锁芳教授运用“少阳病欲解时”临床经验探究	朱汇滨	南京中医药大学	硕士	2020	5	352	原版阅读      CNKI AI阅读
1657	基于数据挖掘的符为民教授辨治焦虑抑郁共病研究	赵帅	南京中医药大学	硕士	2020	5	254	原版阅读      CNKI AI阅读
1658	黄连膏联合象皮粉治疗下肢静脉性溃疡的临床疗效观察	褚美玲	南京中医药大学	硕士	2020	8	417	原版阅读      CNKI AI阅读
1659	清心滋肾汤对绝经期潮热大鼠体温和血清NO、ET的影响及其HPLC指纹图谱研究	刘静	南京中医药大学	硕士	2020	5	281	原版阅读      CNKI AI阅读
1660	基于数据挖掘从“胃不和，则卧不安”角度探讨王敬卿教授诊治失眠的经验	季佳卉	南京中医药大学	硕士	2020	6	394	原版阅读      CNKI AI阅读
1661	周仲瑛辨治慢性结肠炎数据挖掘及基础方网络药理学研究	薛文轩	南京中医药大学	博士	2020	13	1279	原版阅读      CNKI AI阅读
1662	基于数据挖掘的失眠症用药规律研究	王慧敏	南京中医药大学	硕士	2020	4	641	原版阅读      CNKI AI阅读
1663	基于数据挖掘的周仲瑛教授辨治胆汁反流性胃炎传承研究	王郑	南京中医药大学	硕士	2020	3	238	原版阅读      CNKI AI阅读
1664	国医大师周仲瑛教授辨治白塞病的经验及用药规律研究	顾振宁	南京中医药大学	硕士	2020	6	429	原版阅读      CNKI AI阅读
1665	基于数据挖掘探讨周仲瑛教授辨治消化性溃疡的经验	徐有钰	南京中医药大学	硕士	2020	6	242	原版阅读      CNKI AI阅读
1666	寒热错杂型溃疡性结肠炎的中医研究进展及用药规律分析	张佳敏	南京中医药大学	硕士	2020	4	275	原版阅读      CNKI AI阅读
1667	从肝郁胆虚论治失眠伴焦虑状态的证机辨析及临床应用	郭威	南京中医药大学	硕士	2020	5	331	原版阅读      CNKI AI阅读
1668	ATP在胰岛素抵抗机制中对线粒体MECR蛋白的影响	钱胜南	上海海洋大学	硕士	2020	1	93	原版阅读      CNKI AI阅读
1669	周仲瑛教授辨治冠心病及相关疾病临床经验与思维方法研究	徐俊伟	南京中医药大学	博士	2020	13	758	原版阅读      CNKI AI阅读
1670	王彦刚教授基于脾胃病“十纲辨证”和“病机十五条”治疗慢性糜烂性胃炎学术思想及数据挖掘验证	刘宇	河北中医学院	博士	2020	3	220	原版阅读      CNKI AI阅读
1671	基于数据挖掘探讨慢性糜烂性胃炎用药规律及毛宇湘教授经验分析	张丽	河北中医学院	硕士	2020	1	70	原版阅读      CNKI AI阅读
1672	基于数据挖掘方法探析王彦刚教授治疗反流性食管炎用药规律	袁宗洋	河北中医学院	硕士	2020		64	原版阅读      CNKI AI阅读
1673	黄连素通过视黄醇X受体抑制结肠癌生长机制的结构生物学分析和相应药物改造	徐贝贝	厦门大学	博士	2020		231	原版阅读      CNKI AI阅读
1674	基于肠道菌群-炎症反应途径探讨黄连大黄药对干预2型糖尿病的作用机制研究	陈源	成都中医药大学	博士	2020	18	1586	原版阅读      CNKI AI阅读
1675	《伤寒论》与《温病条辨》湿病证辨治规律的比较研究	李伟	广州中医药大学	博士	2021	6	1349	原版阅读      CNKI AI阅读
1676	基于纳米给药系统的葛根芩连口服结肠定位释放胶囊的研究	聂湘江	安徽中医药大学	硕士	2020		144	原版阅读      CNKI AI阅读
1677	加减香连丸与枸橼酸铋钾对比对幽门螺杆菌根除率及相关临床症状改善的研究	白改艳	中国医科大学	硕士	2020	4	154	原版阅读      CNKI AI阅读
1678	清热燥湿法治疗2型糖尿病湿热困脾证近30年文献用药规律挖掘	郭美玲	辽宁中医药大学	硕士	2020	2	222	原版阅读      CNKI AI阅读
1679	黄连素减轻输尿管梗阻模型和成纤维细胞纤维化的研究	柏争鸣	安徽医科大学	硕士	2020	2	125	原版阅读      CNKI AI阅读
1680	白头翁汤保留灌肠治疗湿热下注型肛窦炎临床观察	王雪丽	安徽中医药大学	硕士	2020	4	152	原版阅读      CNKI AI阅读
1681	肝豆汤加味方对湿热内蕴型肝豆状核变性患者胆汁酸、脂质代谢及肠道菌群的影响	龙胜	安徽中医药大学	硕士	2020	7	300	原版阅读      CNKI AI阅读
1682	黄连素通过调控炎症水平抑制老年大鼠心肌梗死后的心室重构	韩笑	锦州医科大学	硕士	2020		89	原版阅读      CNKI AI阅读
1683	耳穴刺络放血对阴虚火旺型不寐患者的疗效观察	黎焕杰	广州中医药大学	硕士	2020	9	272	原版阅读      CNKI AI阅读
1684	当归六黄汤物质基准的研究	宿莹	长春中医药大学	硕士	2020	7	954	原版阅读      CNKI AI阅读
1685	HPLC-MS测定黄酮类成分分析方法的建立及其在雄黄—黄芩药动学研究中的应用	金维缘	中国医科大学	硕士	2020	2	793	原版阅读      CNKI AI阅读
1686	去氢延胡索甲素的心脏转运机制及延胡索肝脏毒性成分研究	陈迎春	浙江大学	硕士	2020		17	原版阅读      CNKI AI阅读
1687	消除鸡源大肠杆菌β-内酰胺类药物耐药中药筛选	刘洋	河北工程大学	硕士	2020	19	754	原版阅读      CNKI AI阅读
1688	基于近红外光谱技术的一清胶囊原药材质量控制研究	张丝雨	浙江大学	硕士	2020	5	451	原版阅读      CNKI AI阅读
1689	清热化湿方联合二甲双胍治疗代谢综合征胰岛素抵抗临床疗效观察	周源才	上海中医药大学	硕士	2019		48	原版阅读      CNKI AI阅读
1690	黄连素治疗痰湿困脾型2型糖尿病患者疗效评价	乔齐	上海中医药大学	硕士	2019	1	80	原版阅读      CNKI AI阅读
1691	黄连解毒汤对微囊藻毒素-LR诱导神经损伤的保护作用	胡铮强	浙江大学	硕士	2020	2	140	原版阅读      CNKI AI阅读
1692	结合RTCA系统和基于霍夫变换的算法评估动态细胞形态特性——基于网络药理学探索黄连解毒汤治疗口腔鳞癌的机制研究	张乐君	浙江大学	硕士	2020	2	170	原版阅读      CNKI AI阅读
1693	精神情志疾病经方辨治规律探讨	何群娥（Ho Kwan Ngor）	广州中医药大学	博士	2019	21	2152	原版阅读      CNKI AI阅读
1694	热毒型冠心病患者用药规律研究与基于自噬的黄连解毒汤干预AS机制	李俊龙	广州中医药大学	博士	2019	13	550	原版阅读      CNKI AI阅读
1695	基于偏序结构图知识发现方法陈伯坛，黎庇留，易巨荪治脾胃病学术思想研究	张彩芳（Teo Chye Fong）	广州中医药大学	博士	2019	2	343	原版阅读      CNKI AI阅读
1696	李氏运脾降浊方治疗2型糖尿病合并脂代谢紊乱的临床研究	吴学敏	广州中医药大学	硕士	2019	2	259	原版阅读      CNKI AI阅读
1697	耳与脏腑相关的理论及数据挖掘研究	郑珮	辽宁中医药大学	硕士	2019	7	564	原版阅读      CNKI AI阅读
1698	半夏泻心汤调控氧化应激及NF-κB/iNOS信号通路改善T2DM-IR的分子机制研究	吴娜媛（Nuttida Siriyothin）	成都中医药大学	博士	2019	8	370	原版阅读      CNKI AI阅读
1699	黄连生物碱的色谱分离与黄连组分的活性研究	张华蓉	湖北民族大学	硕士	2019	5	1164	原版阅读      CNKI AI阅读
1700	富硒区重金属及硒元素地球化学特征研究——以湖北省利川市汪营镇为例	兰敏	湖北民族大学	硕士	2019	14	664	原版阅读      CNKI AI阅读
	中文题名	作者	学位授予单位	数据库	学位授予年度	被引	下载	操作
1701	基于肠道菌群的葛根芩连汤干预急性肠炎模型大鼠的作用机制研究	陈阳	上海中医药大学	硕士	2019	10	774	原版阅读      CNKI AI阅读
1702	影响黄连药动学的甘草组分研究	李娜	上海中医药大学	硕士	2019	1	181	原版阅读      CNKI AI阅读
1703	心肺脏理论源流考	颜彦	上海中医药大学	博士	2019	16	1257	原版阅读      CNKI AI阅读
1704	基于数据分析对余小萍教授诊治慢性咳嗽的经验探讨	郭山逸	上海中医药大学	硕士	2019		177	原版阅读      CNKI AI阅读
1705	基于代谢组学技术车前方防治代谢综合征的药效评价	孙晓萌	上海中医药大学	硕士	2019	1	224	原版阅读      CNKI AI阅读
1706	胡黄连苦苷Ⅰ抗肝纤维化作用及药代动力学研究	熊凯	上海中医药大学	硕士	2019	1	259	原版阅读      CNKI AI阅读
1707	基于数据挖掘的当归-川芎药对在妇科疾病中的用药规律研究	肖程	山东中医药大学	硕士	2019	17	726	原版阅读      CNKI AI阅读
1708	新型绿色溶剂液相微萃取在中药分析中的应用研究	薛娇	山西医科大学	硕士	2019	3	617	原版阅读      CNKI AI阅读
1709	小陷胸汤组方规律探讨及其临床应用的研究	徐振东	山东中医药大学	硕士	2019	3	214	原版阅读      CNKI AI阅读
1710	黄连解毒汤治疗脑梗塞胃肠功能损伤的临床观察	楚洪亮	山东中医药大学	硕士	2019	1	61	原版阅读      CNKI AI阅读
1711	糖尿病周围神经病变证候研究与方药分析	李赛	山东中医药大学	硕士	2019	2	120	原版阅读      CNKI AI阅读
1712	基于物质基准关键质量属性一致性的经典名方苍连汤颗粒的药学研究	李婷	山东中医药大学	硕士	2019		44	原版阅读      CNKI AI阅读
1713	清胃疏肝方治疗肝胃郁热型幽门螺杆菌阳性十二指肠溃疡的临床观察	卜祥会	山东中医药大学	硕士	2019	2	109	原版阅读      CNKI AI阅读
1714	加味葛根芩连汤联合耳穴压豆治疗代谢综合征的临床疗效观察	张彤	山东中医药大学	硕士	2019	6	131	原版阅读      CNKI AI阅读
1715	基于FP-growth算法的中医抗病毒方剂配伍规律及网络药理学方法优化研究	李德琳	山东中医药大学	硕士	2019	4	476	原版阅读      CNKI AI阅读
1716	葛黄胶囊的研制及初步药效学研究	侯腾飞	山东中医药大学	硕士	2019		256	原版阅读      CNKI AI阅读
1717	黄连温胆汤合升降散加减治疗2型糖尿病伴胰岛素抵抗临床观察	温霏	山东中医药大学	硕士	2019	1	145	原版阅读      CNKI AI阅读
1718	菖志黄连温胆汤治疗缺血性脑卒中后失眠痰热内扰证的临床研究	邱文君	山东中医药大学	硕士	2019	5	175	原版阅读      CNKI AI阅读
1719	曹志群教授治疗溃疡性结肠炎辨证思路及用药规律的研究	冯炀	山东中医药大学	硕士	2019	1	89	原版阅读      CNKI AI阅读
1720	黄连素在幽门螺杆菌多重耐药与外排泵基因调控中的作用研究	周帆	上海中医药大学	硕士	2019	15	413	原版阅读      CNKI AI阅读
1721	中国黄连木性别表现分子机制的研究	白倩	北京林业大学	博士	2019	9	750	原版阅读      CNKI AI阅读
1722	黄连解毒汤防治脓毒症心肌损伤热毒内盛证的临床及实验研究	石姗	山东中医药大学	硕士	2019	4	189	原版阅读      CNKI AI阅读
1723	不同性别类型黄连木的亲缘关系研究	阮福娜	北京林业大学	硕士	2019	1	141	原版阅读      CNKI AI阅读
1724	植物提取物用于棉织物染色及其性能研究	刘莹	青岛大学	硕士	2019	6	468	原版阅读      CNKI AI阅读
1725	雌雄同株黄连木性别分化相关差异蛋白质组学的研究	陈一帆	北京林业大学	硕士	2019	2	322	原版阅读      CNKI AI阅读
1726	基于传统用法的千金黄连丸治疗2型糖尿病大鼠的药效评价与机制研究	雷蕾	中南民族大学	硕士	2019	6	299	原版阅读      CNKI AI阅读
1727	基于基因表达谱研究铁皮石斛多糖和黄连的药理作用机制	王瑞君	山西医科大学	硕士	2019	2	435	原版阅读      CNKI AI阅读
1728	吉益东洞药证方证辨证体系研究	姜璇	山东中医药大学	博士	2019	3	664	原版阅读      CNKI AI阅读
1729	加味水陆二仙丹治疗2型糖尿病合并非酒精性脂肪肝临床及相关机制研究	刘婕	中国中医科学院	博士	2019	20	1502	原版阅读      CNKI AI阅读
1730	名老中医治疗脂肪性肝病的证治规律研究及知识图谱构建探索	朱丹	中国中医科学院	博士	2019	67	3871	原版阅读      CNKI AI阅读
1731	黄连阿胶汤干预老年冠心病室性早搏患者心脏自主神经功能的研究	肖婵	山东中医药大学	硕士	2019	3	117	原版阅读      CNKI AI阅读
1732	清热解毒燥湿方足部抑菌作用临床试验研究	韩旭	中国中医科学院	硕士	2019	3	176	原版阅读      CNKI AI阅读
1733	清热解毒燥湿方足部抑菌作用的体外抑菌实验研究	李晏乐	中国中医科学院	硕士	2019	7	818	原版阅读      CNKI AI阅读
